Sl,L.R. No,Consignor GST,Name,Address,Consignee GST,Name,Address,Date of Booking,Date of Delivery,No. of items,Commodity,Goods Value(Rs.)
13,GLP115-,37APMPK7622M2Z9,SREE SAI AMBICA MARKETING AGENCIES,VIJAYAWADA,37AREPT8556H1Z5,VEERENDRA PLASTICS,KAKINADA,2018-02-19,0000-00-00,10,LINEAR LOW DENSITY POLY,27250
14,GLP116-,37AKRPG4055A1ZB,BHANU INDUSTRIES,VIJAYAWADA,37AGPPT4063R1ZA,RAJ AGENCIES,KAKINADA,2018-02-19,0000-00-00,3,BROMATEFREE IMPROVER,11400
15,GLP117-,37ABEPV1483D1ZK,SAI SRINIVASA TRADING COMPANY,VIJAYAWADA,37AQDPV8590M1ZT,SRI VIJAYALAKSHMI TRADERS,GOLLAPROLU,2018-02-19,0000-00-00,60,BATANELU,108780
16,GLP21-,37AZKPS6977K1Z8,SREE NAKODA EMPORIUM,VIJAYAWADA,37ABZPI4035M1ZZ,SRI SATYA SAI HOME NEEDS,MANDAPETA,2018-02-19,0000-00-00,1,STEEL,6734
17,HPT115-,37aywpm8127g2zq,vignesh e/p,vijayawada,37alapr2095m1zm,n.v.chamundeswari h/w,kakinada,2018-02-19,0000-00-00,5,paints,6600
18,GLP22-,37ADRPV6521B1ZA,SARASWATHI ELECTRICAL STORES,GOLLAPUDI, VIJAYAWADA,37AGEPB5315M1ZG,VENKATA RAMANA IRON CEMENT TRADERS,RAMACHANDRAPURAM,2018-02-19,0000-00-00,3,H/W,15486
19,GLP23-,37ACPPK5189D1Z7,MANIKANTA DALL TRADERS,BHAVANIPURAM, VIJAYAWADA,37BIOPP2233H1Z2,CHANDRA SEKHARA GENERAL STORE,RAMACHANDRAPURAM,2018-02-19,0000-00-00,40,TOOR DALL,130500
20,HPT116-,37boqpb5452n1ze,sri sudharshan paints a/g,vijayawada,37ahypr6622c1zv,sri raghavendra t/r,kakinada,2018-02-19,0000-00-00,10,paints,9881
21,GLP24-,37AADFV4093P1ZF,VINAYAKA ENGINEERING COMPANY,VIJAYAWADA,37CXWPK3252P1ZI,LAKSHMI GANAPATHI ENGG COMPANY,JAGGAMPETA,2018-02-19,0000-00-00,8,PVC PIPE,46293
22,HPT117-,37adafs9661a1z2,sri sai a/g,kakinada,37abdfa2610a2z9,amaravathi tvs,kakinada,2018-02-19,0000-00-00,2,a/m,17060
23,GLP25-,37ABXPC5778P1ZH,SRI ANNAPURNA MACHINERY CORPORATION,VIJAYAWADA,37AYGPS7619K1ZP,SRI PADMA SRINIVASA SANITARY & PLYWOOD CENTRE,MANDAPETA,2018-02-19,0000-00-00,1,SANITARY WARE,21362
24,GLP26-,37BHDPS5645E1Z5,SRI MAHADEV SPARES,VIJAYAWADA,37dqgpd1971n1zg,Sri Satya Home Comforts,drmm,2018-02-19,0000-00-00,4,MIXER,14770
25,GLP118-,37BHDPS5645E1Z5,SRI MAHADEV SPARES,VIJAYAWADA,37BLEPB0167K1Z8,SRI DEVI HOME NEES,TALLAREVU,2018-02-19,0000-00-00,3,HOME/APP,9562
26,GLP27-,37AHTPD5681J1ZQ,SRI SEKHAR ENTERPRISES,VIJAYAWADA,37ATDPM5014A1Z8,SAI PAVAN AGENCIES,MANDAPETA,2018-02-19,0000-00-00,1,COSMOTICS,20247
27,GLP28-,37AGZPS1998J1Z3,GOLLAPUDI RADHA KRISHNA MURTHY & CO,VIJAYAWADA,37AAZPC9521D1ZH,DURGA AGENCES,ANGARA,2018-02-19,0000-00-00,10,AGARBATHI,40138
28,GLP119-,37BHDPS5645E1Z5,SRI MAHADEV SPARES,VIJAYAWADA,37AGYPR7219N1Z7,SURYA PADMA AGENCIES,PITAPURAM,2018-02-19,0000-00-00,2,MIXCY PARTS,4392
29,HPT118-,37aaecv4783a1za,volkshmed healthcare pvt ltd,vijayawada,37ahgpp4529a1zh,venkata aditya m/a,kakinada,2018-02-19,0000-00-00,1,medical,7726
30,GLP29-,37ALYPB6507A1Z6,SURESH FANCY CENTRE,VIJAYAWADA,37BLAPM6804G1Z4,M.SURY BABU,YELESWARAM,2018-02-19,0000-00-00,10,PLASTIC,8750
31,GLP210-,37BAQPP9503E1ZC,MANIKANTA ENTERPRISES,TENALI,37CTFPP7224P1ZY,MURTHI DISPOSIBLE,RAMCHANDRAPURAM,2018-02-19,0000-00-00,1,COVERS,7646
32,GLP120-,37AACCV0019M1ZA,RAKSHA PIPES PVT.LTD,VIJAYAWADA,37AABFG9822D1ZI,GODAVARI RICE MILL STORES,KAKINADA,2018-02-19,0000-00-00,11,PVC PIPES,70470
33,HPT119-,37actpm9900g1z4,bhavani e/p,vijayawada,37aelpt2863b1zb,kiran printing works,peddapuram,2018-02-19,0000-00-00,1,stamp material,6191
34,GLP211-,37AACFR6729B1ZA,RAGHAVENDRA METALS,VIJAYAWADA,37ACACI1549N1ZF,SRINIVASA METAL STORE,YELESWARAM,2018-02-19,0000-00-00,1,STEEL,4468
35,GLP121-,37AACFB2138G1ZT,BRIGHT ELECTRICALS,VIJAYAWADA,37ALJPA0931G1ZL,SRI GANESH ELECTRICALS &SANITARY,UPPADA,2018-02-19,0000-00-00,4,ELECTRICALS,13253
36,HPT120-,37cddpm5372d1zk,vijayadurga kitchenware,vijayawada,37aqvpt1368d1za,balaji pooja samagri,kakinada,2018-02-19,0000-00-00,1,house item,600
37,GLP212-,37AGVPV8298C1ZC,RAM ENTERPRISES,BHAVANIPURAM, VIJAYAWADA,37AAIPI0350F1Z3,SANTHI TRADERS,MANDAPETA,2018-02-19,0000-00-00,2,PAPER PRUDUCTS,5700
38,GLP213-,37AGOPP3914C1ZC,TANDAVA KRISHNA AGENCIES,VIJAYAWADA,37CIPPK7723M1ZH,HARISHINI VIJAYALAKSHMI AUTO MOBILE ANA GENERAL STORE,YELESWARAM,2018-02-19,0000-00-00,1,PIPE,9637
39,GLP214-,37AISPK7555L1ZC,RAJENDRA PIPE(INDIA),VIJAYAWADA,37ARYPG2165M1Z2,SRI SAI KRISHNA SANITARY WARE & GENERAL STORE,MANDAPETA,2018-02-19,0000-00-00,3,H/W,13790
40,HPT121-,37abhfm2183j1zz,MARUTIRAM PRINT-PACk,VIJAYAWADA,37ddfpp2631k1zb,lakshmi narayana indusries,samarlakota,2018-02-19,0000-00-00,13,mt boxes,31121
41,GLP215-,37AARPL2908B1ZR,ANDHRA FOAM CENTRE,VIJAYAWADA,,D.KASIVISWANADHAM,MANDAPETA,2018-02-19,0000-00-00,1,FOAM,4346
42,GLP216-,37BCLPM3823R1ZU,MUBARAK AGENCIES,VIJAYAWADA,37AAUPB4023E1ZY,GANANASAI TEXTILES,DWARAPUDI, MANDAPETA,2018-02-19,0000-00-00,4,NET,19372
43,HPT122-,37AMSPA8133C1Z5,SAI KRISHNA FOOD PRODUCTS,V J A,37BFSPP2801N1Z4,SRI SATYANARAYANAE/P,P D P M,2018-02-19,0000-00-00,2,GHEE,4743
44,GLP122-,37AGOPP3914C1ZC,TANDAVA KRISHNA AGENCIES,VIJAYAWADA,37afqpp9560h1z0,veerbhadra hardware,kakinada,2018-02-19,0000-00-00,2,pvc pipes,4391
45,GLP217-,37AABCA1726F1Z3,AMCO BATTERIES LIMITED,VIJAYAWADA,37AWKPK6420G1ZH,MANIVENKATA AGENCIES,RAMACHANDRAPURAM,2018-02-19,0000-00-00,16,BATTERIES,39529
46,HPT123-,37ACMPH8395P1ZI,SRI SAI INDUSTRIES,V J A,363879536605,B.JAI RAJU,P T P M,2018-02-19,0000-00-00,3,SURF,3450
47,GLP218-,37AAACJ8971E1ZC,JUPITER AGRO PRODUCTS PVT. LTD,VIJAYAWADA,37ATOPM2151P1Z2,VENKATESWARA FERT & PEST,DULLA, MANDAPETA,2018-02-19,0000-00-00,13,PESTICIDES,159536
48,HPT124-,37ABZFS1519E1ZS,SRI SAI RAGHAVENDRA AUTO DIS,V J A,37BAAPJ8893F1ZD,ARUNA A/M,P T P M,2018-02-19,0000-00-00,2,A/M,24528
49,GLP219-,37AAACJ8971E1ZC,JUPITER AGRO PRODUCTS PVT. LTD,VIJAYAWADA,37CQUPS2633B1ZK,SAI BABA FERTILISERS,BANDANAPUDI, MANDAPETA,2018-02-19,0000-00-00,1,PESTICIDES,12272
50,GLP1M10-,37AATFM2099N1ZA,MAHARANI DALL MILL,TENALI,37BNCPM7568K1ZC,SRI SAI KRISHNA DALL MILL,SAMARLAKOTA,2018-02-19,0000-00-00,20,DALL,41060
51,HPT125-,37AHSPB3389G1ZZ,SANDEEP CYCLE A/G,V J A,37ACUPG3569Q1ZJ,GANESH CYCLE STORES,K K D,2018-02-19,0000-00-00,15,CYCLE PARTS,149995
52,GLP123-,37AAGCA2230H1Z1,ALGEN PHARMA (P)LTD,VIJAYAWADA,37ACXPG6929K1ZQ,GPLLAPUDI PHARMACEUTICALS,GOLLAPROLU,2018-02-19,0000-00-00,3,MEDICAL,12172
53,GLP220-,37AACFR6729B1ZA,RAGHAVENDRA METALS,VIJAYAWADA,37CQPPS9913R1ZF,SRI SATYA HOME NEEDS,DRAKSHARAMAM,2018-02-19,0000-00-00,3,STEEL,14574
54,HPT126-,37AADCM5158K1Z4,MID INDIA E/P,V J A,37AARCS8925L1ZD,SRI MANASA E/P,SRI MANASA E/P,2018-02-19,0000-00-00,5,CLOTH,154481
55,GLP221-,37AACFR6729B1ZA,RAGHAVENDRA METALS,VIJAYAWADA,37CQPPS9913R1ZF,SRI SATYA HOME NEEDS,DRAKSHARAMAM,2018-02-19,0000-00-00,3,STEEL,13457
56,HPT21-,37AFMPG1052P1Z5,MAHAVEER DOORS,VIJAYAWADA,37AJPPR6456D1ZP,SRI GANESH ENTERPRISES,ANAPARTHY,2018-02-19,0000-00-00,14,DOORS,6712
57,GLP124-,37ARWPP7845D1Z1,SRI RAGHAVA TRADERS,VJA,37ACHPT4417H1ZD,VENKATARAMANA TRADING CO,KKD,2018-02-19,0000-00-00,6,KUMKUDULU,6000
58,HPT127-,37ABBPT5882B1ZL,HINDU E/P,VJA,37ADBPV7665F124,SRI PARIMALA P/M,KKD,2018-02-19,0000-00-00,4,PAPER,7107
59,GLP222-,37AABFC4480B1ZU,CHANDALURU BAPANAIAH CO,GALLAPUDI, VIJAYAWADA,37CYGPP6205E1ZF,GANAPATHI GENARAL STPRE,BALABHADRAPURAM,2018-02-19,0000-00-00,40,DALL,106520
60,HPT22-,37aevps1565d1z1,ambica enterprises,vijayawada,37ADIFS4790A1ZY,MANJUNADHA ENTERPRISES,G.MAMIDADA MANDAPETA,2018-02-19,0000-00-00,15,PLY WOODSHEETA,20022
61,GLP223-,37AADFM1657L1Z0,MAHAVEER TRADE CENTRE,VIJAYAWADA,271897296634,SRI RAJ RAJESWARI GENERAL STORE,JAGGAMPETA,2018-02-19,0000-00-00,2,PLAYING CARDS,9050
62,HPT128-,37AJLPM2177N1ZJ,MAHITHA SOFT SERVICES,VJA,37ADCFS2868P1ZA,SRI RAGHAVA D/P,KKD,2018-02-19,0000-00-00,2,PAPER,4455
63,HPT23-,37ABZPJ3472B1ZE,P.L COMPUTERS,VIJAYAWADA,37AJKPC1445J1Z9,LAKSHMI COMPUTERS,MANDAPETA,2018-02-19,0000-00-00,1,COMPUTERS PARTA,2740
64,GLP224-,37ALEPM2738G1Z2,M.S REDDY STEEL CORPORATION,VIJAYAWADA,37ALEPB0884G1ZA,SRINIVASA ENGGNEERING WORKS,JAGGAMPETA,2018-02-19,0000-00-00,6,SOFTS,41242
65,HPT129-,37AAACM2185R1ZW,MRF CORP LTD,VJA,37BKWPP4673B1ZM,SRI KUMAR PAINTS,KKD,2018-02-19,0000-00-00,1,PAINTS,6066
66,GLP225-,37ABPPG1454J1ZG,VARDHAMAN SANITARY,VIJAYAWADA,37ARYPG2165M1Z2,SRI SAI KRISHNA SANITARY WARE & GENERAL STORE,MANDAPETA,2018-02-19,0000-00-00,1,SANITARY,14458
67,HPT24-,37aevps1565d1z1,ambica enterprises,vijayawada,37ALKPK7388J1ZB,VINAYAKA IRON &HARDWARE,DRAKSHARAMAM,2018-02-19,0000-00-00,60,PLY WOODSHEESTS,17563
68,GLP125-,37AAXPH0201P1ZE,J.T ENTERPRISES,VIJAYAWADA,37AACFB2086M1Z9,BADAM SATYANARAYANAMURTHY&SONS CO,KAKINADA,2018-02-19,0000-00-00,16,JUICE,20443
69,GLP226-,37AAHCA4990R1ZS,AXIS CROP SCIENCE PVT.LTD,VIJAYAWADA,37BCFPP1973D1ZJ,SRI VENKATESWARA FERTILISERS,YEDITHA, MANDAPETA,2018-02-19,0000-00-00,2,PESTICIDES,15930
70,HPT130-,37ABUPO5566C1Z5,SRI VARDHAMAN COM AND STS,VJA,835809583557,CHEKKA RAMESH,KKD,2018-02-19,0000-00-00,1,STATIONERY,14850
71,GLP227-,37ABAFS0280R1ZQ,SAKTI ENTERPRISES,VIJAYAWADA,37ADAPN4316M1ZF,SANTHI TV CENTRE,ANAPARTHI,2018-02-19,0000-00-00,7,STABLISERS,33510
72,HPT25-,37ALOPM6607L1ZH,JASWEEN AUTOMOBILES,VIJAYAWADA,37AUYPD4089J1ZU,SATYA VENKATA SAI AUTOMOBILES,MANDAPETA,2018-02-19,0000-00-00,6,AUTOMOBILE,64550
73,GLP228-,37AUOPG8173C1ZF,PILOT MARKETING,VIJAYAWADA,37AYGPS7619K1ZP,SRI PADMA SRINIVASA SANITARY & PLYWOOD CENTRE,MANDAPETA,2018-02-19,0000-00-00,1,H/W,3599
74,GLP126-,37ABFSO280RIZQ,SAKTI  ENTERPRISES,VIJAYAWADA,37BPLPB7706R1Z8,SRI LAKSHMI AGENCIES,RJY,2018-02-19,0000-00-00,6,MIXES,48703
75,HPT131-,37ABRPR7169P1ZB,VASUDEV LAMINATES,VJA,37ASOPG1837D2ZR,SRI LAXMI PLYWOOD,KKD,2018-02-19,0000-00-00,1,S/G  SHEETS,8578
76,GLP229-,37AAACT7373C1ZC,TRICOM AGRO PVT. LIMITED,BHAVANIPURAM, VIJAYAWADA,37APKPK9234K1ZC,SRI VENKATESWARA AGENCIES,VENDRA, RAMCHANDRAPURAM,2018-02-19,0000-00-00,6,PESTICIDES,34725
77,HPT26-,37AFMPG1052P1Z5,MAHAVEER DOORS,VIJAYAWADA,37ADIFS4790A1ZY,MANJUNADHA ENTERPRISES,G.MAMIDADA MANDAPETA,2018-02-19,0000-00-00,1,DOORS,624
78,GLP127-,37ABCFM3472F1ZB,MEENAKSHI POLYMERS,VJA,37ACBPA3583B1Z5,SIVA JYOTHI POLYTHEN&GENERAL,KKD,2018-02-19,0000-00-00,2,POLYTHEN COVERS,8054
79,HPT27-,37AJGPS8113D1Z7,AMBICA PLYWOOD,VIJAYAWADA,37ALKPK9653L1ZB,LAKSHMI SRINIVASA PLYWOODS,DRAKSHARAMAM,2018-02-19,0000-00-00,60,PLY WOODSHEESTS,22257
80,HPT132-,37AAHFB4284E1ZH,B.K.ENTERPRISES,VJA,37DDBPB7803K1ZL,BHARANI E/P,KKD,2018-02-19,0000-00-00,2,FILTER,9027
81,HPT28-,37aevps1565d1z1,ambica enterprises,vijayawada,aadhar-727013689194,K.V.RAMA,ANAPARTHI,2018-02-19,0000-00-00,15,PLY WOODSHEESTS,27715
82,HPT133-,37AMQPP9858D1Z8,SRI DOOR LAM HOUSE,VJA,831463631414,D.SANKAR RAO,KKD,2018-02-19,0000-00-00,10,S/G SHEET,22125
83,HPT134-,37ABHFM2183J1ZZ,MARUTIRAM PRINT-PACk,VIJAYAWADA,37BUPPS9449R1Z1,OK PRINTERS,KKD,2018-02-19,0000-00-00,7,PAPER,26600
84,HPT135-,37AAMFP7952L1ZE,PRASUDEV,VJA,37BVQPA7653B1ZJ,LEELAVATHI S/M,KKD,2018-02-19,0000-00-00,4,F/W,13902
85,GLP230-,37BLOPS9070G1ZE,SRI VIGHNESWAR OLD SPRINGS,VIJAYAWADA,37AHFPU5086J1Z0,SRI LAKSHMI NARAYANA ENTERPRISES,RAMCHANDRAPURAM,2018-02-19,0000-00-00,44,COMMON PLATES,36600
86,HPT136-,37ACUPK4732H1Z7,CRYSTAL PAINTS,VJA,37BKWPP4673B1ZM,SRI KUMAR PAINTS,KKD,2018-02-19,0000-00-00,4,PAINTS,24090
87,HPT29-,37ASKPS6808A1ZL,SRI KAILASH MARKETING,VIJAYAWADA,37CXWPK3252P1ZL,LAKSHMI GANAPATHI ENGINEERING COMPAN,Jaggampeta,2018-02-19,0000-00-00,3,electrical,5900
88,GLP231-,37COWPD6464H1ZC,AMBIKA HARDWARE HOUSE,VIJAYAWADA,37BNRPR1018Q1Z7,AMBICA PLYWOOD HARDWARE,RAMCHANDRAPURAM,2018-02-19,0000-00-00,2,H/W,3628
89,HPT137-,37AHZPD2126Q1ZO,SARVARI OIL T/R,VJA,37ASTPR1855P1ZL,RAVI ELEC AND GEN,KKD,2018-02-19,0000-00-00,1,ELECTRICAL,1000
90,GLP232-,37COWPD6464H1ZC,AMBIKA HARDWARE HOUSE,VIJAYAWADA,37BNRPR1018Q1Z7,AMBICA PLYWOOD HARDWARE,RAMCHANDRAPURAM,2018-02-19,0000-00-00,1,SS PIPE,2158
91,GLP233-,37AUMPK9260C1ZF,SRI GANESH AGENCIES,VIJAYAWADA,37ABIPV1960H1ZA,SRI LAXMI AGENCIES,RAMACHANDRAPURAM,2018-02-19,0000-00-00,10,COOLER,49450
92,HPT138-,37AHZPD2126Q1ZO,SARVARI OIL T/R,VJA,37AZEPK9843N2ZK,CIVIC A/M,KKD,2018-02-19,0000-00-00,2,A/M,7500
93,GLP234-,37COWPD6464H1ZC,AMBIKA HARDWARE HOUSE,VIJAYAWADA,37CFNPR7178Q1Z2,DURGA GLASS,RAMCHANDRAPURAM,2018-02-19,0000-00-00,1,H/W,5014
94,GLP235-,37AUMPK9260C1ZF,SRI GANESH AGENCIES,VIJAYAWADA,37dqgpd1971n1zg,Sri Satya Home Comforts,drmm,2018-02-19,0000-00-00,12,COOLER,59340
95,HPT139-,37EEMPS1162F1Z9,SEI SHYAM MARKETING,VJA,37ABEPL3005H1Z0,VENKATA SRI SAI T/R,KKD,2018-02-19,0000-00-00,2,S/G SHEET,7582
96,GLP236-,37ABIPV3441R1ZT,MALLIKHARJUNA GENERAL STORES,VIJAYAWADA,,Y.SREENU,RAMACHANDRAPURAM,2018-02-19,0000-00-00,1,JUSE,7410
97,HPT210-,37AAFPU6219E1ZK,J.K.VESTS&BRIEFS,VIJAYAWADA,37ACNIPU6430B1ZH,UDATA LOVARAJU&SONS,RAMACHANDRAPURAM,2018-02-19,0000-00-00,1,CLOTH,16716
98,GLP237-,37AUMPK9260C1ZF,SRI GANESH AGENCIES,VIJAYAWADA,37AXFPP6404P1ZW,SRI LAKSHMI GANAPATHI HOME NEEDS,GOLLAPALEM, RAMACHANDRAPURAM,2018-02-19,0000-00-00,6,COOLER,29670
99,HPT140-,37ACGPP0809E1ZS,MODERN FOOD PRODUTS,VJA,37AAFFGO795H1Z8,G.ADINARAYANA AND CO,KKD,2018-02-19,0000-00-00,95,FOOD ITEM,64526
100,GLP238-,37AMBPP7150R1ZD,SRI SAMBASIVA KUMAR INDUSTRIES,KANURU, VIJAYAWADA,37AAJPU6115H1ZF,SRI VENKATA SAI ENTERPRISES,RAMACHANDRAPURAM,2018-02-19,0000-00-00,24,COMMON PLATES,60000
101,HPT211-,37ABGPJ3246G1ZR,R.K ELECTICALS,VIJAYAWADA,37AVYPG8281B1Z6,SRI TIRUMA ENTERPRISES,MANDAPETA,2018-02-19,0000-00-00,2,COFFER DIMMALU,6750
102,HPT141-,37AGNPA7272R1ZM,SHIVA SHAKTI T/R,VJA,37ahypr6622c1zv,sri raghavendra t/r,kakinada,2018-02-19,0000-00-00,16,PAINTS,16312
103,GLP239-,37ANKPB1729Q1ZL,GOWTHAMI METALS,VIJAYAWADA,37AAMFV2073N1ZI,VISWANADHA GUPTHA & CO,DRAKSHARAMAM,2018-02-19,0000-00-00,2,STEEL,9016
104,HPT212-,37AAGFA23330M1ZJ,AJAY ELECTRONICS,VIJAYAWADA,37AREPB6448C2ZI,KEERTHI ELECTRONICS,MANDAPETA,2018-02-19,0000-00-00,2,ELECRICALS,10077
105,GLP240-,37ABSPT1795N1ZG,RAHUL MARKETING ASSOCIATES,VIJAYAWADA,`37AICPY2874Q1Z8,SRI VIJAYA VASAVI MEDICAL,MANDAPETA,2018-02-19,0000-00-00,1,MEDICAL,9128
106,GLP241-,37AALFV3229M1ZL,VENKATES PIPE AGENCY,VIJAYAWADA,37AGEPB5315M1ZG,VENKATA RAMANA IRON CEMENT TRADERS,RAMACHANDRAPURAM,2018-02-19,0000-00-00,39,PIPE,49645
107,GLP242-,37ANKPB1729Q1ZL,GOWTHAMI METALS,VIJAYAWADA,37AAMFV2073N1ZI,VISWANADHA GUPTHA & CO,DRAKSHARAMAM,2018-02-19,0000-00-00,2,STEEL,9128
108,HPT142-,37bnrpp3415k1zg,ROSHINI E/P,VJA,37AAAFV9616RIZB,VINAR PAPER MART,KKD,2018-02-19,0000-00-00,1,BOOKS,1806
109,GLP243-,37AACFR6729B1ZA,RAGHAVENDRA METALS,VIJAYAWADA,37AEWPV9644P1ZW,KOMMISETTY VENKATA SUBBARAO,DRAKSHARAMAM,2018-02-19,0000-00-00,2,STEEL,8984
110,HPT143-,37bnrpp3415k1zg,ROSHINI E/P,VJA,37ADBPU7665FIZ4,PARIMALA P/M,KKD,2018-02-19,0000-00-00,5,PAPER,8502
111,HPT144-,37bnrpp3415k1zg,ROSHINI E/P,VJA,37AAUFP7915KIZD,PRAVEEN E/P,KKD,2018-02-19,0000-00-00,1,PAPER,2024
112,GLP244-,37BLOPS9070G1ZE,SRI VIGHNESWAR OLD SPRINGS,VIJAYAWADA,37AHFPU5086J1Z0,SRI LAKSHMI NARAYANA ENTERPRISES,RAMCHANDRAPURAM,2018-02-19,0000-00-00,42,COMMON PLATES,36000
113,GLP245-,37DCWPK0566E2Z7,LAKSHMI BALAJI METALS,VIJAYAWADA,37ARVPN6426F1Z9,SRI SAI RAM METAL STORES,G.MAMIDADA, MANDAPETA,2018-02-19,0000-00-00,6,STEEL,44799
114,GLP128-,37AMEPK9383L1ZC,SRI ADISESHU ENGINERING CO,VJA,37AAIFS0774P1ZH,SRI SRINIVASA MILL STORES,KKD,2018-02-19,0000-00-00,4,MILL SPARES,7630
115,GLP246-,37AEKPV3939D1Z3,VC ENTERPRISES,BHAVANIPURAM, VIJAYAWADA,37AOVPT5254Q1ZM,LAKSHMI VENKATESWARA ENTERPRISES,JAGGAMPETA,2018-02-19,0000-00-00,3,FOOD ITEM,8655
116,GLP247-,37AJWPP6787E1Z8,LAKSHMI NARASIMHA TRADING COMPANY,GOLLAPUDI, VIJAYAWADA,37AUYPA9236E1Z9,SRI LAXMI SAI TRADERS,PRATHIPADU, YELESWARAM,2018-02-19,0000-00-00,60,DALL,131100
117,GLP129-,37AABFJ7559E1Z7,JYOTHI MILL STORE,VJA,37ABIFS8483J1ZD,VENKATESWARA IRON&H/W,GOLLAPROLU,2018-02-19,0000-00-00,1,IRON SOFT,5243
